id,question
5730,Are there any facilities for visitors such as restrooms or seating areas?
5730,What activities can visitors engage in while exploring this location?
5730,Is the attraction accessible for individuals with mobility challenges?
7421,What is the best way to get to Muzeum Narodowe 01 using public transport?
7421,Are there any facilities for wheelchair users at Muzeum Narodowe 01?
7421,What time does Muzeum Narodowe 01 open or close for visitors?
7421,Is there a dedicated area for parking near Muzeum Narodowe 01?
7421,Can I find any information about Muzeum Narodowe 01 on a website or social media?
4522,What kinds of activities can I enjoy in the garden space at this attraction?
4522,"Are there facilities available for visitor convenience, such as restrooms?"
4522,Can you tell me if pets are allowed in the areas surrounding this site?
4522,What is the best way to access this attraction using public transportation?
4522,How much time should I plan to spend at this location when I visit?
9101,What is the nearest public transport stop to Myśliwska Szkoła 02?
9101,Can you provide more details about the visiting experience at Myśliwska Szkoła 02?
9101,Are there any special events or activities at Myśliwska Szkoła 02 during my visit?
9101,What are the accessibility options available at Myśliwska Szkoła 02?
9101,Is there a contact number for inquiries regarding Myśliwska Szkoła 02?
1912,What are the opening hours for Sekret Smaku on Saturdays?
1912,Can you tell me if Sekret Smaku has outdoor seating available for visitors?
1912,"Is there a fast food option at Sekret Smaku, and what type of cuisine do they serve?"
1912,Where is Sekret Smaku located within Kraków?
1912,"Are reservations needed to dine at Sekret Smaku, or can I walk in without one?"
8044,What is the best way to reach Czyżyny Dworzec 01 using public transportation in Kraków?
8044,Are there any nearby attractions or points of interest that I can visit after stopping at Czyżyny Dworzec 01?
8044,Can you tell me if Czyżyny Dworzec 01 has facilities like restrooms or seating areas for visitors?
8044,Is there a particular time of day when Czyżyny Dworzec 01 is busier or quieter for visitors?
8044,Are there any events or activities taking place at Czyżyny Dworzec 01 during my stay in Kraków?
1135,What are the opening hours for visiting Good Lood in Kraków?
1135,Is there accessible seating for wheelchairs at Good Lood?
1135,Can I order ice cream for takeaway when visiting this location?
1135,Is outdoor seating available at Good Lood for enjoying the ice cream?
1135,What is the contact email if I have additional inquiries about Good Lood?
4510,What recreational activities can I enjoy in the garden area around this attraction?
4510,Is there a specific time of day that is best for visiting the garden to see flowers in bloom?
4510,"Are there any facilities available for families with young children, such as play areas or high chairs?"
4510,What nearby public transportation options can I use to reach this attraction easily?
4510,Is there a place to relax or sit down within the garden if I want to take a break during my visit?
9457,What are the operating hours for visiting Carrefour Market in Kraków?
9457,Is there any information available regarding the availability of public transport to Carrefour Market?
9457,Does Carrefour Market allow pets inside the store?
9457,Are there any amenities like restrooms available at Carrefour Market?
9457,Can you provide the coordinates or specific location details for Carrefour Market in Kraków?
8006,What type of public transport options are available near Nad Dłubnią 01?
8006,Are there any restrictions for pets at the location of Nad Dłubnią 01?
8006,Can you tell me if there are toilet facilities at the attraction Nad Dłubnią 01?
8006,Is there any information on the nearby parking facilities for visitors to Nad Dłubnią 01?
8006,How can I find more details about Nad Dłubnią 01 online?
10432,What are some popular tourist activities to do in Kraków?
10432,Are there any notable historical sites in the area that you would recommend visiting?
